13	A3001	0.366112	0.109534
14	A3001	0.344205	0.101136
8	A3002	0.798135	0.297282
9	A3002	0.410834	0.268699
10	A3002	0.440487	0.219177
11	A3002	0.489159	0.211159
12	A3002	0.473063	0.163066
13	A3002	0.465797	0.130998
14	A3002	0.416086	0.121974
8	A3101	0.688744	0.186277
9	A3101	0.435060	0.312246
10	A3101	0.482701	0.199729
11	A3101	0.434000	0.215537
12	A3101	0.437535	0.150995
13	A3101	0.418399	0.128798
14	A3101	0.388404	0.109269
8	A3201	0.963926	0.377989
9	A3201	0.395630	0.345711
10	A3201	0.476593	0.241631
11	A3201	0.444943	0.235705
12	A3201	0.463480	0.161074
13	A3201	0.438282	0.165382
14	A3201	0.470889	0.153589
8	A3301	0.706811	0.219956
9	A3301	0.399692	0.299196
10	A3301	0.472583	0.192200
11	A3301	0.402806	0.211728
12	A3301	0.438707	0.141614
13	A3301	0.448810	0.136708
14	A3301	0.407480	0.127634
8	A3303	0.690626	0.206523
9	A3303	0.436771	0.301150
10	A3303	0.471785	0.223163
11	A3303	0.436229	0.231161
12	A3303	0.431886	0.150916
13	A3303	0.415849	0.140839
14	A3303	0.401224	0.131727
8	A3401	0.650666	0.199454
9	A3401	0.405731	0.276892
10	A3401	0.452567	0.192990
11	A3401	0.467662	0.179586
12	A3401	0.431349	0.138583
13	A3401	0.448521	0.128503
14	A3401	0.393381	0.118817
8	A3402	0.623515	0.180394
9	A3402	0.409500	0.313185
10	A3402	0.444558	0.218910
11	A3402	0.476949	0.190423
12	A3402	0.439666	0.138909
13	A3402	0.410612	0.122104
14	A3402	0.378327	0.104536
8	A3601	0.673528	0.210025
9	A3601	0.421598	0.268114
10	A3601	0.429061	0.220444
11	A3601	0.430068	0.187135
12	A3601	0.409544	0.175575
13	A3601	0.397658	0.145123
14	A3601	0.385949	0.124517
8	A6601	0.827657	0.331511
9	A6601	0.410340	0.300600
10	A6601	0.439013	0.236156
11	A6601	0.449567	0.188634
12	A6601	0.433837	0.147985
13	A6601	0.421653	0.137046
14	A6601	0.439546	0.127625
8	A6801	0.646825	0.176464
9	A6801	0.481190	0.327456
10	A6801	0.469456	0.250249
11	A6801	0.449740	0.259465
12	A6801	0.471578	0.218436
13	A6801	0.453339	0.177810
14	A6801	0.418698	0.138955
8	A6802	0.881257	0.386622
9	A6802	0.375146	0.300594
10	A6802	0.448825	0.241397
11	A6802	0.422367	0.176586
12	A6802	0.396720	0.146241
13	A6802	0.388608	0.134632
14	A6802	0.370365	0.125362
8	A7401	0.847551	0.350180
9	A7401	0.463943	0.314985
10	A7401	0.478944	0.242560
11	A7401	0.431667	0.230200
12	A7401	0.459260	0.164136
13	A7401	0.424079	0.149902
14	A7401	0.474578	0.139901
8	B0702	0.830544	0.307515
9	B0702	0.541434	0.320786
10	B0702	0.538969	0.248799
11	B0702	0.522107	0.221064
12	B0702	0.576346	0.191487
13	B0702	0.565260	0.172653
14	B0702	0.554428	0.148091
8	B0704	0.703873	0.217479
9	B0704	0.414756	0.226039
10	B0704	0.489502	0.224280
11	B0704	0.492519	0.186577
12	B0704	0.533335	0.169578
13	B0704	0.536036	0.156074
14	B0704	0.526119	0.146283
8	B0801	0.591192	0.353791
9	B0801	0.410643	0.357518
10	B0801	0.525341	0.190182
11	B0801	0.506612	0.173663
12	B0801	0.466567	0.129110
13	B0801	0.432015	0.118890
14	B0801	0.407373	0.110541
8	B1301	0.803840	0.404789
9	B1301	0.409677	0.367142
10	B1301	0.506847	0.308502
11	B1301	0.586308	0.242145
12	B1301	0.576130	0.185902
13	B1301	0.582456	0.172704
14	B1301	0.534008	0.160158
8	B1302	0.664535	0.264077
9	B1302	0.389423	0.372406
10	B1302	0.516017	0.229832
11	B1302	0.477880	0.192572
12	B1302	0.532907	0.175992
13	B1302	0.560377	0.163271
14	B1302	0.528492	0.151277
8	B1401	0.615215	0.224852
9	B1401	0.352543	0.204794
10	B1401	0.469462	0.184338
11	B1401	0.470798	0.166315
12	B1401	0.456827	0.151633
13	B1401	0.472646	0.141566
14	B1401	0.423771	0.131313
8	B1402	0.563593	0.323824
9	B1402	0.404211	0.290288
10	B1402	0.526673	0.184070
11	B1402	0.452404	0.150210
12	B1402	0.459437	0.136599
13	B1402	0.439254	0.127438
14	B1402	0.421562	0.118594
8	B1501	0.699632	0.275741
9	B1501	0.422726	0.338439
10	B1501	0.473529	0.262591
11	B1501	0.496902	0.227054
12	B1501	0.502276	0.182979
13	B1501	0.498349	0.157952
14	B1501	0.468455	0.135065
8	B1502	0.620049	0.242303
9	B1502	0.377216	0.323139
10	B1502	0.484623	0.213608
11	B1502	0.479726	0.152638
12	B1502	0.471259	0.141168
13	B1502	0.487991	0.130602
14	B1502	0.489125	0.121116
8	B1503	0.706401	0.235559
9	B1503	0.379020	0.307624
10	B1503	0.484036	0.229286
11	B1503	0.483393	0.175584
12	B1503	0.504866	0.143318
13	B1503	0.464426	0.132699
14	B1503	0.444710	0.123032
8	B1510	0.626658	0.240720
9	B1510	0.341887	0.293571
10	B1510	0.510499	0.184226
11	B1510	0.519559	0.166572
12	B1510	0.621349	0.153386
13	B1510	0.573886	0.142058
14	B1510	0.495735	0.130826
8	B1517	0.641646	0.245840
9	B1517	0.392834	0.352641
10	B1517	0.468198	0.213205
11	B1517	0.453885	0.182180
12	B1517	0.438456	0.149927
13	B1517	0.455946	0.137630
14	B1517	0.398637	0.127944
8	B1518	0.667280	0.194141
9	B1518	0.351010	0.262646
10	B1518	0.486840	0.176537
11	B1518	0.464126	0.143921
12	B1518	0.534171	0.133005
13	B1518	0.507862	0.123338
14	B1518	0.553806	0.113288
8	B1801	0.536237	0.376206
9	B1801	0.388256	0.316142
10	B1801	0.523044	0.204918
11	B1801	0.498262	0.165206
12	B1801	0.560897	0.151603
13	B1801	0.528021	0.140689
14	B1801	0.481363	0.130714
8	B1803	0.547492	0.249482
9	B1803	0.366611	0.235571
10	B1803	0.517866	0.212016
11	B1803	0.513459	0.191546
12	B1803	0.487129	0.174482
13	B1803	0.476939	0.162439
14	B1803	0.470718	0.150869
8	B2704	0.816815	0.351314
9	B2704	0.390920	0.314847
10	B2704	0.483482	0.225898
11	B2704	0.488169	0.163610
12	B2704	0.465102	0.150415
13	B2704	0.487408	0.139345
14	B2704	0.490917	0.129280
8	B2705	0.661885	0.206995
9	B2705	0.456385	0.381358
10	B2705	0.489876	0.288775
11	B2705	0.493143	0.241292
12	B2705	0.495738	0.188669
13	B2705	0.472620	0.149726
14	B2705	0.474929	0.125417
8	B2709	0.857435	0.373857
9	B2709	0.408355	0.333993
10	B2709	0.482928	0.238700
11	B2709	0.446263	0.202792
12	B2709	0.438814	0.157652
13	B2709	0.442163	0.145686
14	B2709	0.478910	0.135326
8	B3501	0.620309	0.218226
9	B3501	0.395911	0.315593
10	B3501	0.473077	0.210126
11	B3501	0.458714	0.181198
12	B3501	0.465917	0.145933
13	B3501	0.459295	0.134300
14	B3501	0.450888	0.124845
8	B3502	0.652149	0.225746
9	B3502	0.390448	0.333253
10	B3502	0.500919	0.207788
11	B3502	0.485969	0.182793
12	B3502	0.557444	0.168354
13	B3502	0.529049	0.154722
14	B3502	0.498876	0.143689
8	B3503	0.762648	0.241471
9	B3503	0.411655	0.366458
10	B3503	0.535821	0.252944
11	B3503	0.494064	0.213347
12	B3503	0.486311	0.164259
13	B3503	0.437846	0.133926
14	B3503	0.497096	0.124366
8	B3507	0.675520	0.214712
9	B3507	0.380770	0.316797
10	B3507	0.474629	0.215024
11	B3507	0.455283	0.182000
12	B3507	0.483275	0.150117
13	B3507	0.497905	0.138408
14	B3507	0.535118	0.128957
8	B3508	0.858651	0.289036
9	B3508	0.371008	0.221343
10	B3508	0.436090	0.180462
11	B3508	0.411973	0.156631
12	B3508	0.469780	0.143583
13	B3508	0.495564	0.132993
14	B3508	0.468992	0.123125
8	B3701	0.554954	0.357604
9	B3701	0.357687	0.331333
10	B3701	0.511470	0.160250
11	B3701	0.458183	0.146041
12	B3701	0.479071	0.133856
13	B3701	0.485991	0.123115
14	B3701	0.384987	0.115417
8	B3801	0.695359	0.222049
9	B3801	0.358981	0.365175
10	B3801	0.493111	0.266549
11	B3801	0.487379	0.229553
12	B3801	0.527907	0.160515
13	B3801	0.597622	0.148216
14	B3801	0.500384	0.137595
8	B3802	0.902649	0.386367
9	B3802	0.360864	0.345648
10	B3802	0.465565	0.250288
11	B3802	0.449112	0.223719
12	B3802	0.486329	0.160377
13	B3802	0.556719	0.148059
14	B3802	0.521371	0.137491
8	B3901	0.696364	0.229608
9	B3901	0.362378	0.352766
10	B3901	0.538139	0.214505
11	B3901	0.475684	0.175696
12	B3901	0.535525	0.162227
13	B3901	0.516759	0.150237
14	B3901	0.500148	0.138872
8	B3905	0.634555	0.237679
9	B3905	0.333871	0.298110
10	B3905	0.510393	0.174012
11	B3905	0.514666	0.157064
12	B3905	0.497055	0.144712
13	B3905	0.510551	0.133308
14	B3905	0.475654	0.123557
8	B3906	0.619866	0.238034
9	B3906	0.402262	0.294242
10	B3906	0.498647	0.182791
11	B3906	0.472328	0.157952
12	B3906	0.536486	0.145443
13	B3906	0.506598	0.133453
14	B3906	0.505429	0.123042
8	B3924	0.543911	0.241189
9	B3924	0.398303	0.267075
10	B3924	0.568052	0.239235
11	B3924	0.565006	0.217119
12	B3924	0.600817	0.198262
13	B3924	0.548568	0.184937
14	B3924	0.562444	0.171232
8	B4001	0.683546	0.205802
9	B4001	0.484534	0.315557
10	B4001	0.476792	0.279031
11	B4001	0.512385	0.242433
12	B4001	0.508473	0.185728
13	B4001	0.541019	0.157511
14	B4001	0.478746	0.146357
8	B4002	0.663194	0.299630
9	B4002	0.468390	0.323323
10	B4002	0.497525	0.265771
11	B4002	0.472087	0.215999
12	B4002	0.445474	0.170868
13	B4002	0.476781	0.158329
14	B4002	0.464656	0.147288
8	B4006	0.615759	0.257510
9	B4006	0.417134	0.304454
10	B4006	0.467302	0.227503
11	B4006	0.437903	0.184627
12	B4006	0.458623	0.151043
13	B4006	0.458136	0.138732
14	B4006	0.485824	0.128881
8	B4032	0.867815	0.321806
9	B4032	0.383288	0.290592
10	B4032	0.468970	0.199222
11	B4032	0.417075	0.140492
12	B4032	0.439548	0.129161
13	B4032	0.457403	0.118940
14	B4032	0.440285	0.110485
8	B4101	0.739724	0.224814
9	B4101	0.441933	0.207516
10	B4101	0.441461	0.170444
11	B4101	0.427721	0.155627
12	B4101	0.481988	0.143229
13	B4101	0.482959	0.131374
14	B4101	0.472255	0.122318
8	B4201	0.742592	0.243435
9	B4201	0.458325	0.333765
10	B4201	0.519399	0.242124
11	B4201	0.495966	0.211569
12	B4201	0.482947	0.153890
13	B4201	0.486807	0.142287
14	B4201	0.481569	0.132608
8	B4402	0.793862	0.206465
9	B4402	0.443441	0.298440
10	B4402	0.475279	0.267370
11	B4402	0.488665	0.215276
12	B4402	0.516831	0.151852
13	B4402	0.509205	0.140591
14	B4402	0.555610	0.130730
8	B4403	0.792806	0.207759
9	B4403	0.468252	0.321998
10	B4403	0.484658	0.284287
11	B4403	0.492671	0.234892
12	B4403	0.512833	0.174728
13	B4403	0.489486	0.140868
14	B4403	0.590949	0.131013
8	B4405	0.644662	0.227091
9	B4405	0.436207	0.325390
10	B4405	0.505923	0.222007
11	B4405	0.497675	0.168925
12	B4405	0.538708	0.155379
13	B4405	0.535579	0.144239
14	B4405	0.555016	0.133976
8	B4501	0.979111	0.368524
9	B4501	0.411811	0.332467
10	B4501	0.546640	0.236185
11	B4501	0.493421	0.183197
12	B4501	0.608959	0.168387
13	B4501	0.547286	0.154756
14	B4501	0.520162	0.143771
8	B4601	0.616765	0.251266
9	B4601	0.378955	0.359268
10	B4601	0.469087	0.258196
11	B4601	0.451665	0.169677
12	B4601	0.449091	0.155352
13	B4601	0.432703	0.143089
14	B4601	0.403862	0.132897
8	B4701	0.501563	0.215334
9	B4701	0.349756	0.196849
10	B4701	0.406014	0.177367
11	B4701	0.435752	0.160806
12	B4701	0.453599	0.148013
13	B4701	0.414063	0.136319
14	B4701	0.392483	0.127273
8	B4801	0.633745	0.255328
9	B4801	0.385213	0.230906
10	B4801	0.536912	0.208625
11	B4801	0.549893	0.189540
12	B4801	0.566883	0.172094
13	B4801	0.531002	0.160222
14	B4801	0.487469	0.148811
8	B4901	0.773688	0.288394
9	B4901	0.373607	0.332412
10	B4901	0.549354	0.252467
11	B4901	0.523515	0.190714
12	B4901	0.476969	0.139002
13	B4901	0.476203	0.128110
14	B4901	0.422334	0.118844
8	B5001	0.858325	0.320205
9	B5001	0.381231	0.289276
10	B5001	0.459912	0.205745
11	B5001	0.440044	0.147704
12	B5001	0.458683	0.136727
13	B5001	0.468067	0.125252
14	B5001	0.442960	0.116439
8	B5101	0.541251	0.334277
9	B5101	0.401627	0.299989
10	B5101	0.527041	0.195485
11	B5101	0.520418	0.168607
12	B5101	0.547573	0.154368
13	B5101	0.540780	0.142857
14	B5101	0.556773	0.131971
8	B5108	0.547766	0.225015
9	B5108	0.369192	0.223410
10	B5108	0.575470	0.244522
11	B5108	0.534881	0.221231
12	B5108	0.525319	0.202191
13	B5108	0.531652	0.187044
14	B5108	0.505826	0.173254
8	B5201	0.520996	0.369975
9	B5201	0.381059	0.266262
10	B5201	0.592498	0.240760
11	B5201	0.574978	0.218939
12	B5201	0.632035	0.199520
13	B5201	0.623235	0.184928
14	B5201	0.506165	0.171706
8	B5301	0.706389	0.228862
9	B5301	0.410397	0.313130
10	B5301	0.474527	0.223474
11	B5301	0.459578	0.187559
12	B5301	0.470345	0.153530
13	B5301	0.497158	0.141185
14	B5301	0.505751	0.131334
8	B5401	0.596666	0.245773
9	B5401	0.427160	0.269689
10	B5401	0.458701	0.193567
11	B5401	0.439394	0.171043
12	B5401	0.485698	0.157475
13	B5401	0.441537	0.144947
14	B5401	0.440814	0.134382
8	B5501	0.740071	0.250712
9	B5501	0.480857	0.307047
10	B5501	0.570693	0.222520
11	B5501	0.523311	0.183576
12	B5501	0.568426	0.148000
13	B5501	0.511803	0.137025
14	B5501	0.509641	0.126622
8	B5502	0.674332	0.200989
9	B5502	0.479274	0.288302
10	B5502	0.513606	0.220329
11	B5502	0.497928	0.180131
12	B5502	0.472799	0.142595
13	B5502	0.472859	0.131369
14	B5502	0.440106	0.122042
8	B5601	0.658345	0.218292
9	B5601	0.508738	0.300240
10	B5601	0.545377	0.238702
11	B5601	0.519459	0.196303
12	B5601	0.545829	0.150032
13	B5601	0.509987	0.138301
14	B5601	0.480054	0.128491
8	B5701	0.688305	0.273173
9	B5701	0.465653	0.287016
10	B5701	0.463473	0.268625
11	B5701	0.460553	0.248376
12	B5701	0.491116	0.201109
13	B5701	0.517386	0.138621
14	B5701	0.487284	0.128986
8	B5703	0.572372	0.226344
9	B5703	0.409149	0.345314
10	B5703	0.487925	0.270353
11	B5703	0.541230	0.245720
12	B5703	0.506152	0.167232
13	B5703	0.483083	0.147239
14	B5703	0.488461	0.137057
8	B5801	0.760250	0.253397
9	B5801	0.377884	0.321964
10	B5801	0.476085	0.239853
11	B5801	0.497455	0.211159
12	B5801	0.535125	0.161878
13	B5801	0.517736	0.135286
14	B5801	0.550036	0.125797
8	B5802	0.554691	0.271383
9	B5802	0.410184	0.308552
10	B5802	0.484501	0.206332
11	B5802	0.421512	0.189129
12	B5802	0.489752	0.172672
13	B5802	0.442423	0.159067
14	B5802	0.474390	0.147243
8	B6701	0.902133	0.333863
9	B6701	0.482037	0.300842
10	B6701	0.474686	0.231664
11	B6701	0.466610	0.199808
12	B6701	0.476965	0.155006
13	B6701	0.516972	0.143150
14	B6701	0.484582	0.133122
8	B7301	0.894238	0.277875
9	B7301	0.391274	0.249261
10	B7301	0.444972	0.178014
11	B7301	0.424305	0.161699
12	B7301	0.439570	0.148168
13	B7301	0.430923	0.137027
14	B7301	0.452980	0.127223
8	C0102	0.669674	0.286212
9	C0102	0.395713	0.359904
10	C0102	0.530332	0.252010
11	C0102	0.506642	0.164091
12	C0102	0.551586	0.150596
13	C0102	0.569241	0.138445
14	C0102	0.484379	0.128145
8	C0202	0.566438	0.197033
9	C0202	0.381587	0.345925
10	C0202	0.462436	0.207435
11	C0202	0.458738	0.164658
12	C0202	0.445150	0.150870
13	C0202	0.479235	0.139051
14	C0202	0.500714	0.128784
8	C0302	0.556152	0.303731
9	C0302	0.391764	0.307991
10	C0302	0.492918	0.194438
11	C0302	0.492942	0.176288
12	C0302	0.521694	0.161869
13	C0302	0.508517	0.148740
14	C0302	0.445895	0.138788
8	C0303	0.620913	0.290054
9	C0303	0.395907	0.379419
10	C0303	0.534251	0.228456
11	C0303	0.564454	0.182602
12	C0303	0.508414	0.149657
13	C0303	0.485062	0.138407
14	C0303	0.477016	0.128209
8	C0304	0.669051	0.306366
9	C0304	0.387480	0.371954
10	C0304	0.531788	0.233894
11	C0304	0.526932	0.189570
12	C0304	0.461806	0.150438
13	C0304	0.434360	0.138914
14	C0304	0.410125	0.128747
8	C0401	0.619339	0.325934
9	C0401	0.336561	0.331099
10	C0401	0.541941	0.214269
11	C0401	0.536316	0.159994
12	C0401	0.519549	0.141967
13	C0401	0.505281	0.130703
14	C0401	0.411623	0.120729
8	C0403	0.523652	0.307365
9	C0403	0.360077	0.316437
10	C0403	0.480296	0.181335
11	C0403	0.512075	0.164784
12	C0403	0.503550	0.152176
13	C0403	0.490315	0.139610
14	C0403	0.426139	0.129564
8	C0501	0.645664	0.371683
9	C0501	0.367995	0.361224
10	C0501	0.516536	0.233154
11	C0501	0.497351	0.166691
12	C0501	0.461192	0.153851
13	C0501	0.444050	0.140982
14	C0501	0.444737	0.130634
8	C0602	0.587189	0.213003
9	C0602	0.352745	0.364245
10	C0602	0.493955	0.169745
11	C0602	0.472056	0.153650
12	C0602	0.484648	0.140922
13	C0602	0.484994	0.130570
14	C0602	0.436043	0.120485
8	C0701	0.623416	0.239711
9	C0701	0.354669	0.300699
10	C0701	0.503343	0.164495
11	C0701	0.493855	0.148903
12	C0701	0.511093	0.136066
13	C0701	0.467362	0.126761
14	C0701	0.414059	0.117139
8	C0702	0.643725	0.257220
9	C0702	0.363305	0.307514
10	C0702	0.483365	0.172466
11	C0702	0.480934	0.155172
12	C0702	0.485704	0.143320
13	C0702	0.430264	0.133512
14	C0702	0.444419	0.123045
8	C0704	0.529570	0.228336
9	C0704	0.363264	0.304840
10	C0704	0.567369	0.275011
11	C0704	0.549705	0.250218
12	C0704	0.541821	0.229245
13	C0704	0.516224	0.212047
14	C0704	0.445863	0.194793
8	C0801	0.616539	0.229425
9	C0801	0.390458	0.335349
10	C0801	0.459110	0.188065
11	C0801	0.453743	0.183133
12	C0801	0.482252	0.168825
13	C0801	0.494197	0.155849
14	C0801	0.451237	0.144246
8	C0802	0.591209	0.365350
9	C0802	0.391048	0.375382
10	C0802	0.510795	0.256015
11	C0802	0.499267	0.195784
12	C0802	0.498534	0.157301
13	C0802	0.469109	0.144217
14	C0802	0.469024	0.133646
8	C1202	0.609644	0.211340
9	C1202	0.378350	0.342139
10	C1202	0.477431	0.201795
11	C1202	0.471988	0.177930
12	C1202	0.514402	0.162818
13	C1202	0.488479	0.149657
14	C1202	0.482482	0.138911
8	C1203	0.618272	0.241175
9	C1203	0.365710	0.384895
10	C1203	0.514188	0.202465
11	C1203	0.515633	0.174564
12	C1203	0.478226	0.159610
13	C1203	0.456066	0.147212
14	C1203	0.419632	0.136069
8	C1204	0.764462	0.272068
9	C1204	0.370749	0.251652
10	C1204	0.475440	0.226259
11	C1204	0.439097	0.205499
12	C1204	0.509942	0.188942
13	C1204	0.456167	0.173890
14	C1204	0.445287	0.161361
8	C1402	0.695711	0.335978
9	C1402	0.374108	0.352603
10	C1402	0.494544	0.258432
11	C1402	0.516684	0.175824
12	C1402	0.483261	0.143186
13	C1402	0.511156	0.132005
14	C1402	0.462753	0.123130
8	C1403	0.608798	0.327858
9	C1403	0.389370	0.359911
10	C1403	0.498942	0.259524
11	C1403	0.520508	0.181935
12	C1403	0.527084	0.167836
13	C1403	0.515753	0.155474
14	C1403	0.522069	0.143871
8	C1502	0.659671	0.324839
9	C1502	0.383910	0.413851
10	C1502	0.504644	0.220949
11	C1502	0.433254	0.160980
12	C1502	0.488769	0.146554
13	C1502	0.465327	0.135213
14	C1502	0.424072	0.125708
8	C1505	0.636654	0.261336
9	C1505	0.353626	0.238296
10	C1505	0.497551	0.213993
11	C1505	0.520369	0.193054
12	C1505	0.478958	0.176837
13	C1505	0.405887	0.163698
14	C1505	0.404912	0.151450
8	C1601	0.569936	0.317670
9	C1601	0.372679	0.323772
10	C1601	0.553988	0.199051
11	C1601	0.504736	0.158806
12	C1601	0.495313	0.145546
13	C1601	0.401354	0.134743
14	C1601	0.413351	0.124967
8	C1602	0.732819	0.308158
9	C1602	0.367513	0.285915
10	C1602	0.585062	0.255742
11	C1602	0.620464	0.230537
12	C1602	0.558433	0.211972
13	C1602	0.488119	0.196484
14	C1602	0.471721	0.181449
8	C1701	0.554310	0.289002
9	C1701	0.386734	0.333893
10	C1701	0.443904	0.156082
11	C1701	0.458303	0.141602
12	C1701	0.443682	0.130093
13	C1701	0.435316	0.119499
14	C1701	0.390420	0.111155
8	G0101	0.667952	0.290939
9	G0101	0.352684	0.322008
10	G0101	0.535249	0.222325
11	G0101	0.482684	0.165430
12	G0101	0.471576	0.151921
13	G0101	0.451676	0.140088
14	G0101	0.404386	0.129765
8	G0103	0.694105	0.345380
9	G0103	0.363805	0.267736
10	G0103	0.537922	0.279736
11	G0103	0.544381	0.254383
12	G0103	0.555137	0.233752
13	G0103	0.557969	0.215774
14	G0103	0.472411	0.198917
8	G0104	0.681967	0.347650
9	G0104	0.363795	0.269377
10	G0104	0.480211	0.185920
11	G0104	0.481454	0.169340
12	G0104	0.489964	0.155380
13	G0104	0.479375	0.143012
14	G0104	0.399369	0.132667
