0.0010	1.24163
0.0020	1.08206
0.0030	1.02538
0.0040	0.97704
0.0050	0.92697
0.0060	0.88112
0.0070	0.83004
0.0080	0.78682
0.0090	0.73846
0.0100	0.70486
0.0200	0.53520
0.0300	0.42009
0.0400	0.31432
0.0500	0.23008
0.0600	0.18559
0.0700	0.13347
0.0800	0.07974
0.0900	0.03238
0.1000	0.00000
0.2000	-0.25726
0.3000	-0.41721
0.4000	-0.53602
0.5000	-0.62525
0.6000	-0.70643
0.7000	-0.77489
0.8000	-0.83645
0.9000	-0.89002
1.0000	-0.93636
2.0000	-1.28316
3.0000	-1.50542
4.0000	-1.67176
5.0000	-1.80454
6.0000	-1.91911
7.0000	-2.02002
8.0000	-2.10850
9.0000	-2.18730
10.0000	-2.26117
20.0000	-2.80267
30.0000	-3.18377
40.0000	-3.50103
50.0000	-3.78975
60.0000	-4.07196
70.0000	-4.36536
80.0000	-4.69848
90.0000	-5.14854
100.0000	-8.32049
