0.0010	1.04820
0.0020	0.91934
0.0030	0.82866
0.0040	0.76502
0.0050	0.73320
0.0060	0.67357
0.0070	0.63647
0.0080	0.61366
0.0090	0.59607
0.0100	0.58792
0.0200	0.45364
0.0300	0.34576
0.0400	0.27553
0.0500	0.21867
0.0600	0.15764
0.0700	0.10301
0.0800	0.06841
0.0900	0.02984
0.1000	0.00000
0.2000	-0.22848
0.3000	-0.38484
0.4000	-0.49644
0.5000	-0.58928
0.6000	-0.67040
0.7000	-0.73591
0.8000	-0.79525
0.9000	-0.84762
1.0000	-0.89685
2.0000	-1.24011
3.0000	-1.46383
4.0000	-1.63235
5.0000	-1.77077
6.0000	-1.88909
7.0000	-1.99509
8.0000	-2.08830
9.0000	-2.17354
10.0000	-2.25099
20.0000	-2.82930
30.0000	-3.24127
40.0000	-3.58474
50.0000	-3.89765
60.0000	-4.20539
70.0000	-4.52803
80.0000	-4.89219
90.0000	-5.36490
100.0000	-8.18018
