0.0010	1.23964
0.0020	1.11994
0.0030	0.95337
0.0040	0.90571
0.0050	0.83075
0.0060	0.81191
0.0070	0.77047
0.0080	0.73570
0.0090	0.71767
0.0100	0.69707
0.0200	0.49388
0.0300	0.36632
0.0400	0.28029
0.0500	0.21592
0.0600	0.17378
0.0700	0.12202
0.0800	0.07615
0.0900	0.03339
0.1000	0.00000
0.2000	-0.22108
0.3000	-0.37717
0.4000	-0.48124
0.5000	-0.57269
0.6000	-0.65374
0.7000	-0.72147
0.8000	-0.78242
0.9000	-0.83406
1.0000	-0.88047
2.0000	-1.22288
3.0000	-1.44371
4.0000	-1.61352
5.0000	-1.75264
6.0000	-1.87381
7.0000	-1.98003
8.0000	-2.07486
9.0000	-2.16003
10.0000	-2.23736
20.0000	-2.81516
30.0000	-3.22662
40.0000	-3.56619
50.0000	-3.87516
60.0000	-4.17625
70.0000	-4.48457
80.0000	-4.82758
90.0000	-5.27821
100.0000	-8.08232
