rank	score
0.001	1.10728
0.002	0.95217
0.003	0.8573
0.004	0.80323
0.005	0.72063
0.006	0.69754
0.007	0.65201
0.008	0.63245
0.009	0.58983
0.01	0.57427
0.02	0.39347
0.03	0.31112
0.04	0.25633
0.05	0.19244
0.06	0.13734
0.07	0.0957
0.08	0.0608
0.09	0.02792
0.1	0.0
0.2	-0.21245
0.3	-0.3486
0.4	-0.45007
0.5	-0.5289
0.6	-0.59901
0.7	-0.65518
0.8	-0.70595
0.9	-0.75003
1.0	-0.79088
2.0	-1.07869
3.0	-1.26753
4.0	-1.40981
5.0	-1.52891
6.0	-1.62876
7.0	-1.7176
8.0	-1.796
9.0	-1.86691
10.0	-1.93243
20.0	-2.41822
30.0	-2.76339
40.0	-3.05531
50.0	-3.32612
60.0	-3.59115
70.0	-3.87086
80.0	-4.19539
90.0	-4.63309
100.0	-7.81919
