0.0010	1.59756
0.0020	1.24224
0.0030	1.17046
0.0040	1.09177
0.0050	1.00855
0.0060	0.98352
0.0070	0.90430
0.0080	0.86560
0.0090	0.83469
0.0100	0.81143
0.0200	0.59248
0.0300	0.45355
0.0400	0.33735
0.0500	0.26490
0.0600	0.19387
0.0700	0.13629
0.0800	0.07880
0.0900	0.03390
0.1000	0.00000
0.2000	-0.28024
0.3000	-0.45218
0.4000	-0.56789
0.5000	-0.67158
0.6000	-0.75300
0.7000	-0.81965
0.8000	-0.88307
0.9000	-0.93943
1.0000	-0.99058
2.0000	-1.33734
3.0000	-1.55639
4.0000	-1.72070
5.0000	-1.85384
6.0000	-1.96568
7.0000	-2.06493
8.0000	-2.15290
9.0000	-2.23278
10.0000	-2.30703
20.0000	-2.83448
30.0000	-3.20351
40.0000	-3.50771
50.0000	-3.78500
60.0000	-4.05513
70.0000	-4.33534
80.0000	-4.65341
90.0000	-5.08269
100.0000	-7.73690
